0.000000e+00, 1.082301e+01, -9.800000e-05, -9.800000e+00
1.000000e-05, 1.082301e+01, -1.960001e-04, -9.800000e+00
2.000000e-05, 1.082301e+01, -2.940001e-04, -9.800000e+00
3.000000e-05, 1.082301e+01, -3.920001e-04, -9.800000e+00
4.000000e-05, 1.082301e+01, -4.900000e-04, -9.800000e+00
5.000000e-05, 1.082301e+01, -5.879998e-04, -9.800000e+00
6.000000e-05, 1.082301e+01, -6.859997e-04, -9.800000e+00
7.000000e-05, 1.082301e+01, -7.839995e-04, -9.800000e+00
8.000000e-05, 1.082301e+01, -8.819999e-04, -9.800000e+00
9.000000e-05, 1.082300e+01, -9.800002e-04, -9.800000e+00
1.000000e-04, 1.082300e+01, -1.078000e-03, -9.800000e+00
1.100000e-04, 1.082300e+01, -1.176001e-03, -9.800000e+00
1.200000e-04, 1.082300e+01, -1.274001e-03, -9.800000e+00
1.300000e-04, 1.082300e+01, -1.372001e-03, -9.800000e+00
1.400000e-04, 1.082300e+01, -1.470002e-03, -9.800000e+00
1.500000e-04, 1.082300e+01, -1.568002e-03, -9.800000e+00
1.600000e-04, 1.082300e+01, -1.666001e-03, -9.800000e+00
1.700000e-04, 1.082299e+01, -1.764000e-03, -9.800000e+00
1.800000e-04, 1.082299e+01, -1.862000e-03, -9.800000e+00
1.900000e-04, 1.082299e+01, -1.959999e-03, -9.800000e+00
2.000000e-04, 1.082299e+01, -2.057999e-03, -9.800000e+00
2.100000e-04, 1.082299e+01, -2.155998e-03, -9.800000e+00
2.200000e-04, 1.082298e+01, -2.253997e-03, -9.800000e+00
2.300000e-04, 1.082298e+01, -2.351997e-03, -9.800000e+00
2.400000e-04, 1.082298e+01, -2.449996e-03, -9.800000e+00
2.500000e-04, 1.082298e+01, -2.547995e-03, -9.800000e+00
2.600000e-04, 1.082297e+01, -2.645995e-03, -9.800000e+00
2.700000e-04, 1.082297e+01, -2.743994e-03, -9.800000e+00
2.800000e-04, 1.082297e+01, -2.841994e-03, -9.800000e+00
2.900000e-04, 1.082297e+01, -2.939993e-03, -9.800000e+00
3.000000e-04, 1.082296e+01, -3.037992e-03, -9.800000e+00
3.100000e-04, 1.082296e+01, -3.135992e-03, -9.800000e+00
3.200000e-04, 1.082296e+01, -3.233991e-03, -9.800000e+00
3.300000e-04, 1.082295e+01, -3.331990e-03, -9.800000e+00
3.400000e-04, 1.082295e+01, -3.429990e-03, -9.800000e+00
3.500000e-04, 1.082295e+01, -3.527989e-03, -9.800000e+00
3.600000e-04, 1.082294e+01, -3.625989e-03, -9.800000e+00
3.700000e-04, 1.082294e+01, -3.723988e-03, -9.800000e+00
3.800000e-04, 1.082294e+01, -3.821987e-03, -9.800000e+00
3.900000e-04, 1.082293e+01, -3.919987e-03, -9.800000e+00
4.000000e-04, 1.082293e+01, -4.017986e-03, -9.800000e+00
4.100000e-04, 1.082292e+01, -4.115985e-03, -9.800000e+00
4.200000e-04, 1.082292e+01, -4.213985e-03, -9.800000e+00
4.300000e-04, 1.082291e+01, -4.311984e-03, -9.800000e+00
4.400000e-04, 1.082291e+01, -4.409983e-03, -9.800000e+00
4.500000e-04, 1.082291e+01, -4.507983e-03, -9.800000e+00
4.600000e-04, 1.082290e+01, -4.605982e-03, -9.800000e+00
4.700000e-04, 1.082290e+01, -4.703981e-03, -9.800000e+00
4.800000e-04, 1.082289e+01, -4.801981e-03, -9.800000e+00
4.900000e-04, 1.082289e+01, -4.899980e-03, -9.800000e+00
5.000000e-04, 1.082288e+01, -4.997980e-03, -9.800000e+00
5.100000e-04, 1.082288e+01, -5.095979e-03, -9.800000e+00
5.200000e-04, 1.082287e+01, -5.193978e-03, -9.800000e+00
5.300000e-04, 1.082287e+01, -5.291978e-03, -9.800000e+00
5.400000e-04, 1.082286e+01, -5.389977e-03, -9.800000e+00
5.500000e-04, 1.082286e+01, -5.487977e-03, -9.800000e+00
5.600000e-04, 1.082285e+01, -5.585976e-03, -9.800000e+00
5.700000e-04, 1.082284e+01, -5.683975e-03, -9.800000e+00
5.800000e-04, 1.082284e+01, -5.781975e-03, -9.800000e+00
5.900000e-04, 1.082283e+01, -5.879974e-03, -9.800000e+00
6.000000e-04, 1.082283e+01, -5.977973e-03, -9.800000e+00
6.100000e-04, 1.082282e+01, -6.075973e-03, -9.800000e+00
6.200000e-04, 1.082281e+01, -6.173972e-03, -9.800000e+00
6.300000e-04, 1.082281e+01, -6.271975e-03, -9.800000e+00
6.400000e-04, 1.082280e+01, -6.369978e-03, -9.800000e+00
